2017-12-18 10:13:22,368 p=25318 u=packetferret |   25318 1513613602.36770: starting run
2017-12-18 10:13:22,724 p=25318 u=packetferret |   25318 1513613602.72490: done getting next task for host leaf02_re
2017-12-18 10:13:22,725 p=25318 u=packetferret |   25318 1513613602.72501:  ^ task is: TASK: meta (flush_handlers)
2017-12-18 10:13:22,725 p=25318 u=packetferret |   25318 1513613602.72511:  ^ state is: HOST STATE: block=1, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,725 p=25318 u=packetferret |   25318 1513613602.72522: getting the next task for host leaf03_re
2017-12-18 10:13:22,725 p=25318 u=packetferret |   25318 1513613602.72533: done getting next task for host leaf03_re
2017-12-18 10:13:22,725 p=25318 u=packetferret |   25318 1513613602.72546:  ^ task is: TASK: meta (flush_handlers)
2017-12-18 10:13:22,725 p=25318 u=packetferret |   25318 1513613602.72558:  ^ state is: HOST STATE: block=1, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,725 p=25318 u=packetferret |   25318 1513613602.72572: getting the next task for host leaf04_re
2017-12-18 10:13:22,725 p=25318 u=packetferret |   25318 1513613602.72585: done getting next task for host leaf04_re
2017-12-18 10:13:22,726 p=25318 u=packetferret |   25318 1513613602.72598:  ^ task is: TASK: meta (flush_handlers)
2017-12-18 10:13:22,726 p=25318 u=packetferret |   25318 1513613602.72609:  ^ state is: HOST STATE: block=1, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,726 p=25318 u=packetferret |   25318 1513613602.72621: done building task lists
2017-12-18 10:13:22,726 p=25318 u=packetferret |   25318 1513613602.72632: counting tasks in each state of execution
2017-12-18 10:13:22,726 p=25318 u=packetferret |   25318 1513613602.72644: done counting tasks in each state of execution:
	num_setups: 0
	num_tasks: 4
	num_rescue: 0
	num_always: 0
2017-12-18 10:13:22,726 p=25318 u=packetferret |   25318 1513613602.72656: advancing hosts in ITERATING_TASKS
2017-12-18 10:13:22,726 p=25318 u=packetferret |   25318 1513613602.72667: starting to advance hosts
2017-12-18 10:13:22,726 p=25318 u=packetferret |   25318 1513613602.72678: getting the next task for host leaf01_re
2017-12-18 10:13:22,726 p=25318 u=packetferret |   25318 1513613602.72690: done getting next task for host leaf01_re
2017-12-18 10:13:22,727 p=25318 u=packetferret |   25318 1513613602.72703:  ^ task is: TASK: meta (flush_handlers)
2017-12-18 10:13:22,727 p=25318 u=packetferret |   25318 1513613602.72714:  ^ state is: HOST STATE: block=1, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,727 p=25318 u=packetferret |   25318 1513613602.72726: getting the next task for host leaf02_re
2017-12-18 10:13:22,727 p=25318 u=packetferret |   25318 1513613602.72739: done getting next task for host leaf02_re
2017-12-18 10:13:22,727 p=25318 u=packetferret |   25318 1513613602.72751:  ^ task is: TASK: meta (flush_handlers)
2017-12-18 10:13:22,727 p=25318 u=packetferret |   25318 1513613602.72762:  ^ state is: HOST STATE: block=1, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,727 p=25318 u=packetferret |   25318 1513613602.72774: getting the next task for host leaf03_re
2017-12-18 10:13:22,727 p=25318 u=packetferret |   25318 1513613602.72788: done getting next task for host leaf03_re
2017-12-18 10:13:22,728 p=25318 u=packetferret |   25318 1513613602.72801:  ^ task is: TASK: meta (flush_handlers)
2017-12-18 10:13:22,728 p=25318 u=packetferret |   25318 1513613602.72813:  ^ state is: HOST STATE: block=1, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,728 p=25318 u=packetferret |   25318 1513613602.72826: getting the next task for host leaf04_re
2017-12-18 10:13:22,728 p=25318 u=packetferret |   25318 1513613602.72839: done getting next task for host leaf04_re
2017-12-18 10:13:22,728 p=25318 u=packetferret |   25318 1513613602.72852:  ^ task is: TASK: meta (flush_handlers)
2017-12-18 10:13:22,728 p=25318 u=packetferret |   25318 1513613602.72864:  ^ state is: HOST STATE: block=1, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,728 p=25318 u=packetferret |   25318 1513613602.72876: done advancing hosts to next task
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72898: done queuing things up, now waiting for results queue to drain
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72912: results queue empty
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72923: checking for any_errors_fatal
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72934: done checking for any_errors_fatal
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72943: checking for max_fail_percentage
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72954: done checking for max_fail_percentage
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72963: checking to see if all hosts have failed and the running result is not ok
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72972: done checking to see if all hosts have failed
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72981: getting the remaining hosts for this loop
2017-12-18 10:13:22,729 p=25318 u=packetferret |   25318 1513613602.72993: done getting the remaining hosts for this loop
2017-12-18 10:13:22,730 p=25318 u=packetferret |   25318 1513613602.73007: building list of next tasks for hosts
2017-12-18 10:13:22,730 p=25318 u=packetferret |   25318 1513613602.73016: getting the next task for host leaf01_re
2017-12-18 10:13:22,730 p=25318 u=packetferret |   25318 1513613602.73029: done getting next task for host leaf01_re
2017-12-18 10:13:22,730 p=25318 u=packetferret |   25318 1513613602.73040:  ^ task is: TASK: # JUNOS - CREATE USER #
2017-12-18 10:13:22,730 p=25318 u=packetferret |   25318 1513613602.73050:  ^ state is: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,730 p=25318 u=packetferret |   25318 1513613602.73060: getting the next task for host leaf02_re
2017-12-18 10:13:22,730 p=25318 u=packetferret |   25318 1513613602.73071: done getting next task for host leaf02_re
2017-12-18 10:13:22,730 p=25318 u=packetferret |   25318 1513613602.73081:  ^ task is: TASK: # JUNOS - CREATE USER #
2017-12-18 10:13:22,730 p=25318 u=packetferret |   25318 1513613602.73090:  ^ state is: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73101: getting the next task for host leaf03_re
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73112: done getting next task for host leaf03_re
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73122:  ^ task is: TASK: # JUNOS - CREATE USER #
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73130:  ^ state is: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73140: getting the next task for host leaf04_re
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73152: done getting next task for host leaf04_re
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73162:  ^ task is: TASK: # JUNOS - CREATE USER #
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73171:  ^ state is: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73181: done building task lists
2017-12-18 10:13:22,731 p=25318 u=packetferret |   25318 1513613602.73189: counting tasks in each state of execution
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73199: done counting tasks in each state of execution:
	num_setups: 0
	num_tasks: 4
	num_rescue: 0
	num_always: 0
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73209: advancing hosts in ITERATING_TASKS
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73218: starting to advance hosts
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73226: getting the next task for host leaf01_re
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73237: done getting next task for host leaf01_re
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73248:  ^ task is: TASK: # JUNOS - CREATE USER #
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73260:  ^ state is: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73269: getting the next task for host leaf02_re
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73279: done getting next task for host leaf02_re
2017-12-18 10:13:22,732 p=25318 u=packetferret |   25318 1513613602.73288:  ^ task is: TASK: # JUNOS - CREATE USER #
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73298:  ^ state is: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73307: getting the next task for host leaf03_re
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73318: done getting next task for host leaf03_re
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73327:  ^ task is: TASK: # JUNOS - CREATE USER #
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73336:  ^ state is: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73347: getting the next task for host leaf04_re
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73359: done getting next task for host leaf04_re
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73370:  ^ task is: TASK: # JUNOS - CREATE USER #
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73378:  ^ state is: HOST STATE: block=2, task=1, rescue=0, always=0, run_state=ITERATING_TASKS, fail_state=FAILED_NONE, pending_setup=False, tasks child state? (None), rescue child state? (None), always child state? (None), did rescue? False, did start at task? False
2017-12-18 10:13:22,733 p=25318 u=packetferret |   25318 1513613602.73387: done advancing hosts to next task
2017-12-18 10:13:22,734 p=25318 u=packetferret |   25318 1513613602.73401: getting variables
2017-12-18 10:13:22,734 p=25318 u=packetferret |   25318 1513613602.73411: in VariableManager get_vars()
2017-12-18 10:13:22,734 p=25318 u=packetferret |   25318 1513613602.73455: Loading FilterModule 'core' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/core.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,734 p=25318 u=packetferret |   25318 1513613602.73468: Loading FilterModule 'ipaddr' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/ipaddr.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,734 p=25318 u=packetferret |   25318 1513613602.73477: Loading FilterModule 'json_query' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/json_query.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,734 p=25318 u=packetferret |   25318 1513613602.73487: Loading FilterModule 'mathstuff' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/mathstuff.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,735 p=25318 u=packetferret |   25318 1513613602.73499: Loading FilterModule 'network' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/network.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,735 p=25318 u=packetferret |   25318 1513613602.73510: Loading FilterModule 'urlsplit' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/urlsplit.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,735 p=25318 u=packetferret |   25318 1513613602.73539: Loading TestModule 'core' from /usr/lib/python2.7/site-packages/ansible/plugins/test/core.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,735 p=25318 u=packetferret |   25318 1513613602.73553: Loading TestModule 'files' from /usr/lib/python2.7/site-packages/ansible/plugins/test/files.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,735 p=25318 u=packetferret |   25318 1513613602.73563: Loading TestModule 'mathstuff' from /usr/lib/python2.7/site-packages/ansible/plugins/test/mathstuff.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,736 p=25318 u=packetferret |   25318 1513613602.73635: Calling all_inventory to load vars for leaf01_re
2017-12-18 10:13:22,736 p=25318 u=packetferret |   25318 1513613602.73649: Calling groups_inventory to load vars for leaf01_re
2017-12-18 10:13:22,736 p=25318 u=packetferret |   25318 1513613602.73664: Calling all_plugins_inventory to load vars for leaf01_re
2017-12-18 10:13:22,737 p=25318 u=packetferret |   25318 1513613602.73731: Loading VarsModule 'host_group_vars' from /usr/lib/python2.7/site-packages/ansible/plugins/vars/host_group_vars.py
2017-12-18 10:13:22,737 p=25318 u=packetferret |   25318 1513613602.73758: Calling all_plugins_play to load vars for leaf01_re
2017-12-18 10:13:22,737 p=25318 u=packetferret |   25318 1513613602.73779: Loading VarsModule 'host_group_vars' from /usr/lib/python2.7/site-packages/ansible/plugins/vars/host_group_vars.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,738 p=25318 u=packetferret |   25318 1513613602.73804: 	processing dir /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars
2017-12-18 10:13:22,738 p=25318 u=packetferret |   25318 1513613602.73833: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/aaa.yml
2017-12-18 10:13:22,739 p=25318 u=packetferret |   25318 1513613602.73896: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/banner.yml
2017-12-18 10:13:22,739 p=25318 u=packetferret |   25318 1513613602.73947: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/directories.yml
2017-12-18 10:13:22,740 p=25318 u=packetferret |   25318 1513613602.74011: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/management.yml
2017-12-18 10:13:22,741 p=25318 u=packetferret |   25318 1513613602.74112: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/monitoring.yml
2017-12-18 10:13:22,742 p=25318 u=packetferret |   25318 1513613602.74245: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/snmp.yml
2017-12-18 10:13:22,743 p=25318 u=packetferret |   25318 1513613602.74336: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/stp.yml
2017-12-18 10:13:22,743 p=25318 u=packetferret |   25318 1513613602.74386: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/system.yml
2017-12-18 10:13:22,745 p=25318 u=packetferret |   25318 1513613602.74495: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/system1.yml
2017-12-18 10:13:22,746 p=25318 u=packetferret |   25318 1513613602.74616: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/vagrant_key.yml
2017-12-18 10:13:22,746 p=25318 u=packetferret |   25318 1513613602.74645: Calling groups_plugins_inventory to load vars for leaf01_re
2017-12-18 10:13:22,746 p=25318 u=packetferret |   25318 1513613602.74668: Loading VarsModule 'host_group_vars' from /usr/lib/python2.7/site-packages/ansible/plugins/vars/host_group_vars.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,747 p=25318 u=packetferret |   25318 1513613602.74720: Calling groups_plugins_play to load vars for leaf01_re
2017-12-18 10:13:22,747 p=25318 u=packetferret |   25318 1513613602.74750: Loading VarsModule 'host_group_vars' from /usr/lib/python2.7/site-packages/ansible/plugins/vars/host_group_vars.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,747 p=25318 u=packetferret |   25318 1513613602.74779: 	processing dir /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars
2017-12-18 10:13:22,748 p=25318 u=packetferret |   25318 1513613602.74809: 	processing dir /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars
2017-12-18 10:13:22,748 p=25318 u=packetferret |   25318 1513613602.74834: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/leaf/system.yml
2017-12-18 10:13:22,749 p=25318 u=packetferret |   25318 1513613602.74903: Loading VarsModule 'host_group_vars' from /usr/lib/python2.7/site-packages/ansible/plugins/vars/host_group_vars.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,749 p=25318 u=packetferret |   25318 1513613602.74952: Loading VarsModule 'host_group_vars' from /usr/lib/python2.7/site-packages/ansible/plugins/vars/host_group_vars.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,749 p=25318 u=packetferret |   25318 1513613602.74982: 	processing dir /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/host_vars
2017-12-18 10:13:22,750 p=25318 u=packetferret |   25318 1513613602.75016: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/host_vars/leaf01_re/interfaces.yml
2017-12-18 10:13:22,753 p=25318 u=packetferret |   25318 1513613602.75342: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/host_vars/leaf01_re/protocols.yml
2017-12-18 10:13:22,755 p=25318 u=packetferret |   25318 1513613602.75553: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/host_vars/leaf01_re/routing_options.yml
2017-12-18 10:13:22,756 p=25318 u=packetferret |   25318 1513613602.75613: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/host_vars/leaf01_re/security.yml
2017-12-18 10:13:22,756 p=25318 u=packetferret |   25318 1513613602.75684: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/host_vars/leaf01_re/system.yml
2017-12-18 10:13:22,758 p=25318 u=packetferret |   25318 1513613602.75803: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/host_vars/leaf01_re/vlans.yml
2017-12-18 10:13:22,759 p=25318 u=packetferret |   25318 1513613602.75922: done with get_vars()
2017-12-18 10:13:22,759 p=25318 u=packetferret |   25318 1513613602.75947: done getting variables
2017-12-18 10:13:22,759 p=25318 u=packetferret |   25318 1513613602.75965: sending task start callback, copying the task so we can template it temporarily
2017-12-18 10:13:22,759 p=25318 u=packetferret |   25318 1513613602.75979: done copying, going to template now
2017-12-18 10:13:22,760 p=25318 u=packetferret |   25318 1513613602.75994: done templating
2017-12-18 10:13:22,760 p=25318 u=packetferret |   25318 1513613602.76008: here goes the callback...
2017-12-18 10:13:22,760 p=25318 u=packetferret |  TASK [# JUNOS - CREATE USER #] ****************************************************************************************************************************************************************
2017-12-18 10:13:22,760 p=25318 u=packetferret |   25318 1513613602.76038: sending task start callback
2017-12-18 10:13:22,760 p=25318 u=packetferret |   25318 1513613602.76052: entering _queue_task() for leaf01_re/junos_user
2017-12-18 10:13:22,760 p=25318 u=packetferret |   25318 1513613602.76066: Creating lock for junos_user
2017-12-18 10:13:22,762 p=25318 u=packetferret |   25318 1513613602.76227: worker is 1 (out of 4 available)
2017-12-18 10:13:22,762 p=25318 u=packetferret |   25318 1513613602.76276: exiting _queue_task() for leaf01_re/junos_user
2017-12-18 10:13:22,763 p=25318 u=packetferret |   25318 1513613602.76313: getting variables
2017-12-18 10:13:22,763 p=25318 u=packetferret |   25318 1513613602.76334: in VariableManager get_vars()
2017-12-18 10:13:22,764 p=25318 u=packetferret |   25318 1513613602.76431: Loading FilterModule 'core' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/core.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,764 p=25318 u=packetferret |   25318 1513613602.76447: Loading FilterModule 'ipaddr' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/ipaddr.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,764 p=25318 u=packetferret |   25318 1513613602.76461: Loading FilterModule 'json_query' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/json_query.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,764 p=25318 u=packetferret |   25318 1513613602.76474: Loading FilterModule 'mathstuff' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/mathstuff.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,764 p=25318 u=packetferret |   25318 1513613602.76487: Loading FilterModule 'network' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/network.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,765 p=25318 u=packetferret |   25318 1513613602.76501: Loading FilterModule 'urlsplit' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/urlsplit.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,765 p=25318 u=packetferret |   25334 1513613602.76514: running TaskExecutor() for leaf01_re/TASK: # JUNOS - CREATE USER #
2017-12-18 10:13:22,765 p=25318 u=packetferret |   25318 1513613602.76537: Loading TestModule 'core' from /usr/lib/python2.7/site-packages/ansible/plugins/test/core.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,765 p=25318 u=packetferret |   25318 1513613602.76549: Loading TestModule 'files' from /usr/lib/python2.7/site-packages/ansible/plugins/test/files.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,765 p=25318 u=packetferret |   25318 1513613602.76560: Loading TestModule 'mathstuff' from /usr/lib/python2.7/site-packages/ansible/plugins/test/mathstuff.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,765 p=25318 u=packetferret |   25334 1513613602.76572: in run() - task 1c872c60-fa78-9b9e-f540-000000000010
2017-12-18 10:13:22,766 p=25318 u=packetferret |   25334 1513613602.76632: calling self._execute()
2017-12-18 10:13:22,767 p=25318 u=packetferret |   25318 1513613602.76709: Calling all_inventory to load vars for leaf02_re
2017-12-18 10:13:22,767 p=25318 u=packetferret |   25318 1513613602.76747: Calling groups_inventory to load vars for leaf02_re
2017-12-18 10:13:22,767 p=25318 u=packetferret |   25318 1513613602.76771: Calling all_plugins_inventory to load vars for leaf02_re
2017-12-18 10:13:22,768 p=25318 u=packetferret |   25318 1513613602.76815: Loading VarsModule 'host_group_vars' from /usr/lib/python2.7/site-packages/ansible/plugins/vars/host_group_vars.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,768 p=25318 u=packetferret |   25318 1513613602.76860: Calling all_plugins_play to load vars for leaf02_re
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25318 1513613602.76893: Loading VarsModule 'host_group_vars' from /usr/lib/python2.7/site-packages/ansible/plugins/vars/host_group_vars.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25334 1513613602.76913: Loading FilterModule 'core' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/core.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25318 1513613602.76928: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/aaa.yml
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25334 1513613602.76933: Loading FilterModule 'ipaddr' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/ipaddr.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25334 1513613602.76947: Loading FilterModule 'json_query' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/json_query.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25318 1513613602.76948: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/banner.yml
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25334 1513613602.76963: Loading FilterModule 'mathstuff' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/mathstuff.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25318 1513613602.76969: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/directories.yml
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25334 1513613602.76978: Loading FilterModule 'network' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/network.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25318 1513613602.76985: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/management.yml
2017-12-18 10:13:22,769 p=25318 u=packetferret |   25334 1513613602.76994: Loading FilterModule 'urlsplit' from /usr/lib/python2.7/site-packages/ansible/plugins/filter/urlsplit.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,770 p=25318 u=packetferret |   25318 1513613602.77002: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/monitoring.yml
2017-12-18 10:13:22,770 p=25318 u=packetferret |   25318 1513613602.77015: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/snmp.yml
2017-12-18 10:13:22,770 p=25318 u=packetferret |   25318 1513613602.77029: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/stp.yml
2017-12-18 10:13:22,770 p=25318 u=packetferret |   25334 1513613602.77030: Loading TestModule 'core' from /usr/lib/python2.7/site-packages/ansible/plugins/test/core.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,770 p=25318 u=packetferret |   25318 1513613602.77042: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/system.yml
2017-12-18 10:13:22,770 p=25318 u=packetferret |   25334 1513613602.77045: Loading TestModule 'files' from /usr/lib/python2.7/site-packages/ansible/plugins/test/files.py (found_in_cache=True, class_only=False)
2017-12-18 10:13:22,770 p=25318 u=packetferret |   25318 1513613602.77054: Loading data from /home/packetferret/development/public/vagrant/vagrant_network_multivendor_access/provisioning/group_vars/all/system1.yml
